"lib","A singer killed at a meet &amp; greet, and then 50 people are murdered at a nightclub and yet some people still think we don't need gun control","https://twitter.com/a/status/742017995296411648"
"con","@OSU_EMFP thanks for putting ""fight"" in your response. The only thing that will stop a bad person with a gun is a good person with a gun","https://twitter.com/a/status/803260787099893760"
"lib","I knew that man that had they had put all over the news was not the shooter they so quick to blame a black man cause he had a gun #Dallas","https://twitter.com/a/status/751488792633151488"
"con","When God is traded in for government, prayer gets traded in for law. - Erik Erikson in his latest article of why Left only talks gun control","https://twitter.com/a/status/751749324703461377"
"lib","@rosadelauro As an Italian-American w/DEEP family roots in New Haven, I'm so proud to watch you speak out for gun control. #NoBillNoBreak","https://twitter.com/a/status/745841790591377408"
"con","Chapman was in tears because he gave up 3 runs so so sad...at least no one smacked his head against the wall or threatened him with a gun","https://twitter.com/a/status/794027490465300480"
"con","So a muslim just killed 50 people at a gay bar. Of course, media won't tell you that. They'll just use it as a way to push gun control.","https://twitter.com/a/status/742005054375403520"
"lib","@mca_29 so the only thing that stops a bad guy with a guy (after he's killed a minimum of around 10 people) is a good guy with a gun

Yeah..","https://twitter.com/a/status/742375869675626497"
"con","@shookw @scottpetri then explain it to me. b/cus u seem 2 say its okay 4 cops 2b scared of that guys gun but no1 should be scared of ur gun","https://twitter.com/a/status/750670391295741952"
"con","So sad that we have a person in charge that can't even say the words ""radical islam"" and instead instantly goes to gun control ""wakeup","https://twitter.com/a/status/742152160163581953"
"lib","I haven't seen the new ghostbusters yet but I would pay to see @Lesdoggg do anything for two hours, let alone run around NYC with a huge gun","https://twitter.com/a/status/755236591166042112"
"lib","All these people were doing was showing up to work..and they either lost their lives or were put in harms way because someone had a gun","https://twitter.com/a/status/744210593016602625"
"lib","@RepHuizenga I, a 2nd district resident, stand in support with House and Senate Dems as they stage a sit in for gun reform. #NoBillNoBreak","https://twitter.com/a/status/745791467789127680"
"con","@NateGreen27 @Browntk_1 @rickyftw don't put emphasis on the assault rifle. But I would agree with no, they shouldnt. Still not a gun issue.","https://twitter.com/a/status/742196439548301312"
"con","@1BBFAN This is after he took a taser like it was a cap gun. The cop didn't even draw his weapon until they knew he had a gun for sure.","https://twitter.com/a/status/751562664023724032"
"con","liberals R miserable human beings &amp; R only happy 4 a moment when they R taking something away from some1 &amp; even that only last 4 a second","https://twitter.com/a/status/828311682837598208"
"lib","Almost 4 years after sandy hook we have done nothing. --senator Chris Murphy. murphy has launched the first filibuster on gun control","https://twitter.com/a/status/743308529667235840"
"lib","This is so exhausting to watch happen time and time again. There is something fundamentally wrong with our culture and our gun laws. #Dallas","https://twitter.com/a/status/751271776647163904"
"lib","@marcorubio It's not enough to pray for victims in Orlando. You need to fight for them on Monday as my Senator. Plz vote for gun control.","https://twitter.com/a/status/744384786337259520"
"lib","Fun fact - the government in a democracy is to do what the general public will it. Not what corporations or a court decide. #NoBillNoBreak","https://twitter.com/a/status/745934113295712256"
