tweet_id,tweet_idx,screenName,rawContent,content,grp,valence,valenceSeq,valenceSeqRank,valencePred,valenceGrpPred,dominance,dominanceSeq,dominanceSeqRank,dominancePred,dominanceGrpPred,care,careSeq,careSeqRank,carePred,careGrpPred,careProb,fairness,fairnessSeq,fairnessSeqRank,fairnessPred,fairnessGrpPred,fairnessProb,authority,authoritySeq,authoritySeqRank,authorityPred,authorityGrpPred,authorityProb,loyalty,loyaltySeq,loyaltySeqRank,loyaltyPred,loyaltyGrpPred,loyaltyProb,purity,puritySeq,puritySeqRank,purityPred,purityGrpPred,purityProb
746486087233593344,0,feedthebuzz,"truck control or gun control? how about terrorist control? Terror attack kills scores in Nice, France @CNN https://t.co/4T903uwC0X","truck control or gun control ? how about terrorist control ? terror attack kills scores in nice , france <user> <url>",0,0.333333333,terror attack kills scores in nice,15,0.161331654,0,0.270833333,terror attack kills scores in,15,0.299620539,0,0,terror attack kills scores in nice,13,0,0,4.848002434,2,terror attack kills,3,0,0,1.320369363,0,truck,2,0,1,6.765593052,0,terror attack kills scores in nice,8,0,0,6.656276703,0,truck,2,0,0,4.042331219
780586799022403584,1,mike_burrell,"@realDonaldTrump: Chicago has toughest gun laws, high number of gun deaths, ""appoint justices that feel very strongly about 2nd Amendment""",<user> : why ' d andre carson wait until <number> hours b4 polls close to address cat ping ' s car being hit by bullet & push gun control ? 🤔,0,0.458333333,d andre carson wait until <number> hours b4 polls,18,0.128719077,1,0.354166667,<number> hours b4 polls close to address cat ping,23,0.361960262,0,2,<number> hours b4 polls close to address cat ping,20,2,0,5.607537746,1,hours b4 polls close to address,4,1,1,1.030005693,0,has,2,0,0,4.336403847,0,<user>,2.102272727,0,0,5.911385536,0,<user>,2,0,0,5.175265789
821544858758291456,2,ZytroftEF,bravo to the dems for the sit in..its time you fought back against the gop and the nra..post lists of who voted against the gun reg/in sen,breakdown of the second amendment by clause <hashtag> 2 a </hashtag> <hashtag> second amendment </hashtag> <hashtag> guns </hashtag> <hashtag> constitution </hashtag> <hashtag> trump </hashtag> <hashtag> bill of rights </hashtag> <url>,0,0.479166667,breakdown of the second amendment by clause,4,0.532256663,0,0.333333333,breakdown,2,0.433235317,0,2,breakdown of the second amendment by clause,7,2,0,4.977539063,1,bill of rights </hashtag>,11,0,0,0.320728332,3,dems for the sit,3,3,0,6.844429016,3,bravo to,2,3,0,6.399154186,0,bravo,2,0,0,5.189017773
803363230752141312,3,yo_chrissss,some kind of gun laws need to be set. this Orlando thing has shown how we do not have the right use for them 💯,some kind of gun laws need to be set . this orlando thing has shown how we do not have the right use for them 💯,0,0.416666667,some kind of gun laws need to be set,6,0.423226535,0,0.354166667,of gun laws need to be,5,0.42824772,0,3,gun laws need to,4,3,0,2.737042904,0,gun laws need,3,0,0,0.354182959,0,some,2,0,0,5.553292751,3,orlando,2.611111111,0,0,5.020763397,0,some,2,0,0,5.053315163
753937199607918592,4,dododo,We can coexist peacefully with commonsense gun ownership and commonsense gun protections. - The Honorable Tom Perez #VocalMajority https://t.co/ErDdcpMoH9,""" we can coexist peacefully with commonsense gun ownership and commonsense gun protections . "" - the honorable tom perez <hashtag> vocal majority </hashtag> <url>",1,0.895833333,protections,2,0.682046831,1,0.604166667,peacefully with commonsense gun ownership and commonsense gun protections,18,0.60374254,1,3,we can coexist peacefully,5,3,1,5.010184765,2,peacefully with commonsense gun ownership and commonsense gun protections,11,2,1,1.361014962,3,peacefully with commonsense gun ownership and commonsense gun protections,11,0,0,4.16164732,3,vocal majority </hashtag>,4,3,0,6.514635086,0,peacefully with commonsense gun ownership and commonsense gun protections,26,0,0,4.85334444
743287473053196288,5,hbgilchrist,"@SpeakerRyan the public want action on gun violence. Allow the vote, have a debate, do something!!!",<user> the real problem is no way to have an effective conversation about gun control in this country right now . both sides dug in,0,0.541666667,problem,2,0.361193448,0,0.395833333,the real problem is no way to,7,0.402474701,0,0,conversation about gun control in this country right now,19,0,1,3.625588655,1,effective,2,1,0,0.72142458,3,<user> the public want action on gun violence,7,3,1,5.792719364,3,<user>,2.102272727,3,0,5.687580585,0,<user>,2,0,0,4.699486732
745691149755506690,6,Claytonmane,Good read in the @HuffingtonPost by one @JeremyCronig on gun violence prevention. Join the movement w @suagv #Enough https://t.co/56qYOlAZdy,"good thing she had a gun to protect her family , abolishing / changing the second amendment will not do anything <hashtag> sarcasm </hashtag> <url>",0,0.458333333,had a gun to,4,0.57811445,0,0.333333333,thing she had a gun to protect her family,17,0.441121072,0,1,thing she had a gun to protect her family,21,2,0,5.273456573,0,amendment,2,1,0,0.403128237,0,on,2,0,0,4.303813934,3,enough </hashtag>,3.090909091,3,0,7.047208786,0,good,2,0,0,4.951185226
748335344567914497,7,SkepticPugilist,Ann Marie Villacana joins us to share her thoughts on Trump's Second Amendment comments https://t.co/hDZY59gcUJ,"another day in america , another campus shooting . we do not need <hashtag> thoughts and prayers </hashtag> - we need evidence - based / rational gun legislation .",1,0.375,gun legislation,2,0.57598561,1,0.625,thoughts and prayers </hashtag>,21,0.673777819,1,3,thoughts,2,3,1,7.21032238,2,thoughts and prayers </hashtag>,3,2,1,1.868629694,0,ann,2,0,1,4.950791359,0,ann,2,0,0,6.340505123,0,ann,2,0,0,4.743170738
829287232636932096,8,tp1952beau,"Nor am I. I'll continue to be vocal. Gun control is a health, women's and children's, and national security issue.  https://t.co/zJTMjBRcU6",not again . <repeated> these terrible shooting have to stop . <repeated> we need to do a better job with gun control !,1,0.270833333,terrible,2,0.151231825,1,0.5,a better job with gun control,8,0.270756185,0,1,need to do a better job with gun control,20,0,1,5.333926678,2,<repeated> these terrible shooting have to stop,6,2,1,0.825603127,0,nor,2,0,0,5.944880009,3,national,2,3,0,6.832094193,1,i,2,0,0,2.14668107
763412490696822784,9,m_matthew,"Probably not worth asking our government to consider gun control measures anymore, but it doesn't make me want it less. #Orlando","probably not worth asking our government to consider gun control measures anymore , but it does not make me want it less . <hashtag> orlando </hashtag>",1,0.520833333,probably not worth asking our government to consider gun,7,0.181864411,1,0.166666667,but it does not make me want it less,20,0.272857338,1,0,but it does not make me want it less,20,0,1,6.113065243,2,asking our government to consider gun control measures anymore,8,2,0,0.016480297,1,probably,2,0,0,3.75544548,0,orlando,2.611111111,3,0,5.631585121,0,probably,2,0,0,4.958478928
742718259917651968,10,Wudykaaa,"@politico @OfficialCBC It doesn't matter which bill, just vote on a bill about gun control!! The guns did it, not the racist black man!!",<user> <user> just like to point out that chicago has some of the toughest gun laws in us . their gun violence is horrible .,0,0.291666667,toughest gun laws in,5,0.340611994,0,0.416666667,their gun violence is horrible,6,0.351831108,0,0,has some of the toughest gun laws in us,13,0,0,5.762162685,0,toughest gun laws in,4,0,0,1.13109076,0,does not matter,3,0,1,4.756050587,3,<user> <user> it does not matter,5,3,0,5.11890173,0,<user>,2,0,0,5.386765003
742717489688125441,11,OlzonJan,I'm making the @SandyHook Promise to keep my community &amp; country safer from gun violence: https://t.co/GjrUkCbi4f,i am not backing down on gun violence until congress acts to <hashtag> disarm hate </hashtag> . <url>,1,0.708333333,am not backing,3,0.750293672,1,0.875,backing down on gun violence until congress acts to,14,0.865326762,1,3,backing down on gun violence until congress acts to,10,2,1,4.173382759,2,backing down on gun violence until congress acts to,9,2,1,1.25366199,0,i,2.083333333,0,0,6.131536961,3,the <user> promise to keep my community,4,3,0,8.131402016,0,i,2,0,0,4.723697662
746218564860796928,12,J_May74,@TechRax Piddle on a cow fat will definitely stop these shootings. 😄😄😄  Just kidding there should be strong &amp; tough gun laws. Period !,<user> players were arrested because one had gun and car was in other players name . let us not change gun laws lets enforce current laws .,0,0.520833333,us not change gun laws lets enforce current laws,14,0.386720777,0,0.604166667,us not change gun laws lets enforce current laws,10,0.447455674,0,2,us not change gun laws lets enforce current laws,19,2,0,3.163302898,2,us not change gun laws lets enforce current laws,7,0,0,1.203750372,0,piddle,2,0,0,4.044219971,0,<user> piddle on,4,0,0,6.927688599,0,<user>,2,0,0,5.14178896
